symptoms,grouped diseases
sinus congestion,"{'abscess of nose': 0.06287425149700598, 'acute sinusitis': 0.20573139435414883, 'chronic sinusitis': 0.14285714285714285, 'ear wax impaction': 0.1881950384944397, 'nose disorder': 0.25791274593669805, 'paronychia': 0.1424294268605646}"
painful sinuses,"{'acute sinusitis': 0.1799916282963583, 'chronic otitis media': 0.18124738384261196, 'chronic sinusitis': 0.14399330263708665, 'deviated nasal septum': 0.13143574717455003, 'nasal polyp': 0.1050648807032231, 'nose disorder': 0.25826705734616995}"
fears and phobias,"{'adjustment reaction': 0.062379576107899806, 'anxiety': 0.14571290944123313, 'bipolar disorder': 0.0806840077071291, 'developmental disability': 0.11223506743737957, 'drug abuse (cocaine)': 0.05346820809248555, 'human immunodeficiency virus infection (hiv)': 0.0004816955684007707, 'marijuana abuse': 0.14908477842003853, 'personality disorder': 0.1103082851637765, 'psychotic disorder': 0.1119942196531792, 'schizophrenia': 0.1119942196531792, 'social phobia': 0.06165703275529865}"
recent pregnancy,"{'genital herpes': 0.2336578581363004, 'hypertensive heart disease': 0.6258692628650904, 'preeclampsia': 0.1404728789986092}"
uterine contractions,"{'gestational diabetes': 0.010130246020260492, 'hypertension of pregnancy': 0.02243125904486252, 'placental abruption': 0.005065123010130246, 'preeclampsia': 0.08393632416787265, 'pregnancy': 0.005788712011577424, 'premature rupture of amniotic membrane': 0.006512301013024602, 'spontaneous abortion': 0.455137481910275, 'subacute thyroiditis': 0.013024602026049204, 'threatened pregnancy': 0.32054992764109985, 'uterine atony': 0.07742402315484805}"
burning chest pain,"{'coronary atherosclerosis': 0.08042895442359249, 'heart attack': 0.6152815013404825, 'venous insufficiency': 0.3042895442359249}"
back cramps or spasms,"{'chronic back pain': 0.4757433489827856, 'sciatica': 0.25508607198748046, 'tension headache': 0.14788732394366197, 'uterine atony': 0.12128325508607199}"
stiffness all over,"{'ankylosing spondylitis': 0.31065989847715736, 'parkinson disease': 0.35126903553299493, 'spondylitis': 0.3380710659898477}"
"muscle cramps, contractures, or spasms","{'injury to the shoulder': 0.3983739837398374, 'muscle spasm': 0.39372822299651566, 'osteoporosis': 0.20789779326364694}"
low back cramps or spasms,{'lumbago': 1.0}
back mass or lump,"{'fracture of the rib': 0.3125845737483085, 'lipoma': 0.22868741542625168, 'sebaceous cyst': 0.3037889039242219, 'spondylitis': 0.15493910690121787}"
nosebleed,"{'anemia': 0.15023474178403756, 'deviated nasal septum': 0.21395036887994634, 'injury to the face': 0.1636485580147552, 'nose disorder': 0.4211938296445339, 'open wound of the nose': 0.004694835680751174, 'thrombocytopenia': 0.04493628437290409, 'von willebrand disease': 0.0013413816230717639}"
long menstrual periods,"{'acne': 0.1316415543219667, 'autism': 0.12926249008723237, 'female infertility of unknown cause': 0.007137192704203013, 'idiopathic absence of menstruation': 0.09833465503568596, 'idiopathic excessive menstruation': 0.1823949246629659, 'idiopathic irregular menstrual cycle': 0.18477398889770025, 'idiopathic nonmenstrual bleeding': 0.026169706582077717, 'idiopathic painful menstruation': 0.183187946074544, 'polycystic ovarian syndrome (pcos)': 0.057097541633624106}"
heavy menstrual flow,"{'cervical cancer': 0.0163887291546866, 'endometrial hyperplasia': 0.008338125359401954, 'endometriosis': 0.05290396779758482, 'idiopathic excessive menstruation': 0.12909718228867165, 'idiopathic irregular menstrual cycle': 0.13456009200690053, 'idiopathic painful menstruation': 0.13484761357101782, 'iron deficiency anemia': 0.10293271995399655, 'spontaneous abortion': 0.17567567567567569, 'uterine fibroids': 0.06382978723404255, 'vaginal cyst': 0.18142610695802186}"
unpredictable menstruation,"{'endometrial hyperplasia': 0.008193186718413108, 'female infertility of unknown cause': 0.00646830530401035, 'idiopathic excessive menstruation': 0.2061233290211298, 'idiopathic infrequent menstruation': 0.009918068132815868, 'idiopathic irregular menstrual cycle': 0.2018111254851229, 'idiopathic nonmenstrual bleeding': 0.02371711944803795, 'idiopathic painful menstruation': 0.19448037947391117, 'menopause': 0.0129366106080207, 'polycystic ovarian syndrome (pcos)': 0.062095730918499355, 'premenstrual tension syndrome': 0.031047865459249677, 'scabies': 0.06727037516170763, 'trichomonas infection': 0.07330746011211729, 'uterine fibroids': 0.1026304441569642}"
painful menstruation,"{'endometriosis': 0.09112482202183199, 'idiopathic excessive menstruation': 0.2268628381585192, 'idiopathic irregular menstrual cycle': 0.21831988609397246, 'idiopathic painful menstruation': 0.21452301850972946, 'mittelschmerz': 0.014712861888941622, 'ovarian cyst': 0.12055054579971523, 'uterine fibroids': 0.11390602752728998}"
infertility,"{'endometriosis': 0.163727959697733, 'female infertility of unknown cause': 0.015113350125944584, 'idiopathic irregular menstrual cycle': 0.37363560033585225, 'polycystic ovarian syndrome (pcos)': 0.1200671704450042, 'premature ovarian failure': 0.022670025188916875, 'varicocele of the testicles': 0.3047858942065491}"
frequent menstruation,"{'idiopathic excessive menstruation': 0.5132275132275133, 'idiopathic irregular menstrual cycle': 0.48677248677248675}"
sweating,"{'angina': 0.12034078807241747, 'drug abuse': 0.08146964856230032, 'graves disease': 0.03381256656017039, 'heart attack': 0.11847710330138445, 'hyperhidrosis': 0.003194888178913738, 'hypoglycemia': 0.16480298189563367, 'labyrinthitis': 0.08998935037273695, 'menopause': 0.011714589989350373, 'mitral valve disease': 0.09211927582534611, 'obstructive sleep apnea (osa)': 0.1650692225772098, 'pulmonary embolism': 0.11900958466453675}"
mass on eyelid,"{'chalazion': 0.30603448275862066, 'chronic glaucoma': 0.28448275862068967, 'cyst of the eyelid': 0.011206896551724138, 'stye': 0.39827586206896554}"
swollen eye,"{'allergy': 0.09259259259259259, 'blepharitis': 0.09727543635589612, 'chalazion': 0.07407407407407407, 'conjunctivitis': 0.10174542358450404, 'conjunctivitis due to allergy': 0.1304810557684121, 'conjunctivitis due to virus': 0.07343550446998723, 'contact dermatitis': 0.09599829714772244, 'cornea infection': 0.09174116645381013, 'endophthalmitis': 0.006811409110259685, 'fracture of the facial bones': 0.04789272030651341, 'ingrown toe nail': 0.06577266922094509, 'orbital cellulitis': 0.018944231587909748, 'stye': 0.10323541932737335}"
eyelid swelling,"{'blepharitis': 0.2904209884075656, 'chalazion': 0.2812690665039658, 'corneal abrasion': 0.14215985356924954, 'stye': 0.28615009151921905}"
eyelid lesion or rash,"{'stye': 0.9607843137254902, 'trichiasis': 0.0392156862745098}"
unwanted hair,{'hirsutism': 1.0}
symptoms of bladder,"{'atonic bladder': 0.013112491373360938, 'benign prostatic hyperplasia (bph)': 0.20945479641131814, 'bladder cancer': 0.02139406487232574, 'bladder disorder': 0.07867494824016563, 'bladder obstruction': 0.059006211180124224, 'cystitis': 0.21670117322291235, 'overflow incontinence': 0.036231884057971016, 'pelvic organ prolapse': 0.0759144237405107, 'temporary or benign blood in urine': 0.15113871635610765, 'urethral stricture': 0.049689440993788817, 'urge incontinence': 0.08868184955141477}"
irregular appearing nails,"{""athlete's foot"": 0.12882527147087858, 'callus': 0.1263573543928924, 'hemangioma': 0.1594274432379072, 'ingrown toe nail': 0.15597235932872655, 'injury to the leg': 0.2966436327739388, 'onychomycosis': 0.12586377097729518, 'open wound of the foot': 0.006910167818361303}"
itching of skin,"{'acariasis': 0.001640451606677603, 'actinic keratosis': 0.045160667760301074, 'allergy': 0.04477467914696517, 'alopecia': 0.023738299720158257, 'balanitis': 0.02103637942680691, 'chickenpox': 0.005886326353372576, 'contact dermatitis': 0.045160667760301074, 'drug reaction': 0.04429219338029528, 'eczema': 0.06108269806040722, 'envenomation from spider or animal bite': 0.03001061468686674, 'food allergy': 0.022387339573482583, 'fungal infection of the hair': 0.05847727492038985, 'fungal infection of the skin': 0.03435298658689569, 'hepatitis due to a toxin': 0.01804496767345363, 'impetigo': 0.03155456914021036, 'insect bite': 0.03309852359355399, 'itching of unknown cause': 0.02451027694683007, 'lice': 0.0036668918266911125, 'lichen simplex': 0.003473897520023159, 'molluscum contagiosum': 0.02586123709350574, 'pityriasis rosea': 0.003763388980025089, 'psoriasis': 0.044002701920293354, 'rosacea': 0.030975586220206505, 'scabies': 0.009263726720061758, 'scar': 0.012255138473415035, 'scleroderma': 0.01495705876676638, 'seborrheic dermatitis': 0.04371321046029142, 'seborrheic keratosis': 0.0553893660137026, 'shingles (herpes zoster)': 0.01958892212679726, 'skin disorder': 0.033484512206889895, 'skin pigmentation disorder': 0.04361671330695745, 'skin polyp': 0.04245874746694973, 'soft tissue sarcoma': 0.008684743800057898, 'vaginal yeast infection': 0.030686094760204573, 'viral exanthem': 0.028949146000192993}"
hurts to breath,"{'acute bronchiolitis': 0.25, 'fracture of the rib': 0.18497576736672053, 'heart failure': 0.18659127625201938, 'pleural effusion': 0.12681744749596122, 'pneumothorax': 0.0630048465266559, 'smoking or tobacco addiction': 0.18861066235864296}"
nailbiting,{'None': 0}
"skin dryness, peeling, scaliness, or roughness","{'acne': 0.042837167916613704, 'actinic keratosis': 0.06050591076649295, ""athlete's foot"": 0.02478708529299606, 'contact dermatitis': 0.05859921189780094, 'dermatitis due to sun exposure': 0.030125842125333674, 'eczema': 0.07588661497394178, 'fungal infection of the hair': 0.07385280284733697, 'fungal infection of the skin': 0.0425829414007881, 'hemangioma': 0.042710054658700904, 'ingrown toe nail': 0.03737129782636329, 'intertrigo (skin condition)': 0.006737002669378416, 'itching of unknown cause': 0.030634295156984872, 'molluscum contagiosum': 0.030634295156984872, 'onychomycosis': 0.033685013346892084, 'psoriasis': 0.05770941909241134, 'rosacea': 0.04385407397991611, 'scleroderma': 0.02110080081352485, 'seborrheic dermatitis': 0.059234778187364945, 'skin cancer': 0.0414389220795729, 'skin disorder': 0.04461675352739291, 'skin pigmentation disorder': 0.058853438413626544, 'skin polyp': 0.05758230583449854, 'soft tissue sarcoma': 0.014363798144146435, 'vulvar disorder': 0.010296173890936825}"
skin on arm or hand looks infected,"{'ingrown toe nail': 0.5823293172690763, 'open wound due to trauma': 0.002008032128514056, 'open wound of the finger': 0.004016064257028112, 'open wound of the hand': 0.004016064257028112, 'paronychia': 0.40763052208835343}"
skin irritation,"{'actinic keratosis': 0.09315746084089035, 'atrophic skin condition': 0.048639736191261336, 'burn': 0.009068425391591096, 'contact dermatitis': 0.09624896949711459, 'dental caries': 0.11912613355317395, 'eczema': 0.12427864798021435, 'fungal infection of the hair': 0.12118713932399011, 'scleroderma': 0.04348722176422094, 'seborrheic keratosis': 0.09274525968672712, 'skin cancer': 0.06821929101401483, 'skin disorder': 0.09274525968672712, 'skin polyp': 0.09109645507007419}"
itchy scalp,"{'fungal infection of the hair': 0.3294956140350877, 'fungal infection of the skin': 0.24067982456140352, 'itching of unknown cause': 0.14418859649122806, 'lice': 0.02905701754385965, 'psoriasis': 0.2565789473684211}"
hip swelling,{'None': 0}
incontinence of stool,{'decubitus ulcer': 1.0}
foot or toe cramps or spasms,{'None': 0}
warts,"{'eczema': 0.20887372013651878, 'hpv': 0.002389078498293515, 'hyperhidrosis': 0.0061433447098976105, 'molluscum contagiosum': 0.08839590443686007, 'pityriasis rosea': 0.012627986348122866, 'seborrheic keratosis': 0.15255972696245734, 'skin cancer': 0.11501706484641638, 'skin pigmentation disorder': 0.17030716723549488, 'skin polyp': 0.16382252559726962, 'viral warts': 0.07986348122866894}"
bumps on penis,"{'atrophy of the corpus cavernosum': 0.11403508771929824, 'male genitalia infection': 0.26608187134502925, 'viral warts': 0.6198830409356725}"
too little hair,"{'alopecia': 0.1280827366746221, 'fungal infection of the skin': 0.27844073190135243, 'hypothyroidism': 0.031821797931583136, 'onychomycosis': 0.2100238663484487, 'seborrheic dermatitis': 0.3516308671439936}"
foot or toe lump or mass,"{'bunion': 0.5555555555555556, 'open wound of the foot': 0.4444444444444444}"
skin rash,"{'acariasis': 0.0013737373737373738, 'acne': 0.02117171717171717, 'actinic keratosis': 0.036444444444444446, 'allergy': 0.036444444444444446, 'alopecia': 0.014464646464646465, ""athlete's foot"": 0.014868686868686868, 'balanitis': 0.018424242424242423, 'callus': 0.02012121212121212, 'chickenpox': 0.004686868686868687, 'cold sore': 0.008565656565656566, 'contact dermatitis': 0.036686868686868684, 'dermatitis due to sun exposure': 0.019232323232323233, 'diaper rash': 0.03903030303030303, 'drug reaction': 0.039191919191919194, 'dyshidrosis': 0.00395959595959596, 'eczema': 0.049616161616161614, 'erythema multiforme': 0.0026666666666666666, 'food allergy': 0.01802020202020202, 'fungal infection of the hair': 0.05002020202020202, 'fungal infection of the skin': 0.028444444444444446, 'genital herpes': 0.01098989898989899, 'herpangina': 0.018505050505050503, 'hidradenitis suppurativa': 0.005494949494949495, 'impetigo': 0.027393939393939394, 'insect bite': 0.02901010101010101, 'intertrigo (skin condition)': 0.00501010101010101, 'itching of unknown cause': 0.019717171717171716, 'lichen simplex': 0.002585858585858586, 'molluscum contagiosum': 0.020282828282828284, 'mononucleosis': 0.013737373737373737, 'onychomycosis': 0.021333333333333333, 'oral thrush (yeast infection)': 0.02674747474747475, 'parasitic disease': 0.0030707070707070706, 'pityriasis rosea': 0.002909090909090909, 'poisoning due to antimicrobial drugs': 0.004606060606060606, 'psoriasis': 0.04080808080808081, 'pyogenic skin infection': 0.03765656565656566, 'scabies': 0.007191919191919192, 'scarlet fever': 0.003797979797979798, 'seborrheic dermatitis': 0.03604040404040404, 'seborrheic keratosis': 0.036282828282828285, 'shingles (herpes zoster)': 0.01802020202020202, 'skin pigmentation disorder': 0.036444444444444446, 'spherocytosis': 0.00032323232323232324, 'strep throat': 0.05042424242424243, 'syphilis': 0.0015353535353535353, 'vasculitis': 0.011717171717171718, 'viral exanthem': 0.024808080808080807, 'yeast infection': 0.02012121212121212}"
mass or swelling around the anus,"{'colorectal cancer': 0.015217391304347827, 'hemorrhoids': 0.9847826086956522}"
low back swelling,{'None': 0}
ankle swelling,"{'anemia due to chronic kidney disease': 0.011544011544011544, 'dislocation of the ankle': 0.006253006253006253, 'fracture of the ankle': 0.00913900913900914, 'fracture of the foot': 0.003848003848003848, 'fracture of the leg': 0.1697931697931698, 'gout': 0.2943722943722944, 'injury of the ankle': 0.0456950456950457, 'injury to the leg': 0.2958152958152958, 'joint effusion': 0.11688311688311688, 'plantar fasciitis': 0.046657046657046654}"
hip lump or mass,{'None': 0}
drainage in throat,"{'colorectal cancer': 0.04, 'poisoning due to gas': 0.96}"
dry or flaky scalp,{'seborrheic dermatitis': 1.0}
premenstrual tension or irritability,{'premenstrual tension syndrome': 1.0}
feeling hot,{'heat stroke': 1.0}
feet turned in,{'None': 0}
foot or toe stiffness or tightness,"{'diabetic peripheral neuropathy': 0.9776357827476039, 'fracture of the foot': 0.022364217252396165}"
pelvic pressure,"{'gestational diabetes': 0.75, 'pregnancy': 0.25}"
elbow swelling,"{'bursitis': 0.3224346076458752, 'dislocation of the elbow': 0.02716297786720322, 'fracture of the arm': 0.1141851106639839, 'injury to the arm': 0.3073440643863179, 'rheumatoid arthritis': 0.22887323943661972}"
