diseases,grouped symptoms,disease probability
nerve impingement near the shoulder,"{'hand or finger stiffness or tightness': 0.8071428571428572, 'neck pain': 0.675, 'problems with movement': 0.5428571428571428, 'shoulder pain': 0.5392857142857143, 'elbow pain': 0.5142857142857142, 'shoulder stiffness or tightness': 0.5142857142857142, 'arm pain': 0.5, 'shoulder weakness': 0.4857142857142857}",0.01
neuralgia,"{'headache': 0.6798245614035088, 'hip pain': 0.6608187134502924, 'back pain': 0.5219298245614035, 'loss of sensation': 0.5175438596491229, 'neck pain': 0.5146198830409356, 'shoulder pain': 0.5116959064327485, 'low back pain': 0.5043859649122807, 'arm pain': 0.49707602339181284, 'ache all over': 0.49707602339181284, 'leg pain': 0.4678362573099415}",0.02
neurofibromatosis,"{'abnormal involuntary movements': 0.9, 'groin mass': 0.8333333333333334, 'headache': 0.5666666666666667, 'abnormal appearing skin': 0.5333333333333333}",0.001
neuropathy due to drugs,"{'vomiting': 0.95, 'foot or toe pain': 0.825, 'cough': 0.75, 'problems with movement': 0.6, 'loss of sensation': 0.55}",0.005
neurosis,"{'smoking problems': 0.6618625277161863, 'hostile behavior': 0.5210643015521065, 'depression': 0.5121951219512195, 'excessive anger': 0.5121951219512195, 'obsessions and compulsions': 0.5110864745011087, 'drug abuse': 0.508869179600887, 'insomnia': 0.5066518847006651, 'headache': 0.5066518847006651, 'depressive or psychotic symptoms': 0.49667405764966743, 'delusions or hallucinations': 0.4911308203991131, 'anxiety and nervousness': 0.49002217294900224}",0.005
nonalcoholic liver disease (nash),"{'mouth ulcer': 0.8709677419354839, 'sharp abdominal pain': 0.8387096774193549, 'dizziness': 0.7258064516129032, 'nausea': 0.5483870967741935, 'weight gain': 0.43548387096774194}",0.02
noninfectious gastroenteritis,"{'diarrhea': 0.5257048092868989, 'nausea': 0.5165837479270315, 'sharp abdominal pain': 0.5149253731343284, 'decreased appetite': 0.5149253731343284, 'vomiting': 0.5099502487562189, 'headache': 0.5091210613598673, 'rectal bleeding': 0.5008291873963516, 'burning abdominal pain': 0.4966832504145937, 'chills': 0.494195688225539, 'fever': 0.49087893864013266, 'fluid retention': 0.48839137645107794, 'blood in stool': 0.4867330016583748}",0.01
normal pressure hydrocephalus,"{'palpitations': 1.0, 'depressive or psychotic symptoms': 0.8846153846153846, 'problems with movement': 0.6923076923076923, 'headache': 0.46153846153846156}",0.001
nose disorder,"{'ear pain': 0.5188834154351396, 'nosebleed': 0.5155993431855501, 'facial pain': 0.5123152709359606, 'difficulty breathing': 0.5082101806239737, 'painful sinuses': 0.506568144499179, 'cough': 0.5057471264367817, 'nasal congestion': 0.49917898193760263, 'headache': 0.49835796387520526, 'fever': 0.49507389162561577, 'sinus congestion': 0.49507389162561577, 'coryza': 0.48686371100164205, 'sore throat': 0.48440065681444994}",0.02
obesity,"{'weight gain': 1.0, 'sleepiness': 1.0, 'excessive appetite': 0.6666666666666666}",0.25
obsessive compulsive disorder (ocd),"{'feeling ill': 0.7929515418502202, 'lack of growth': 0.6585903083700441, 'low self-esteem': 0.513215859030837, 'anxiety and nervousness': 0.5066079295154186, 'depression': 0.5022026431718062, 'depressive or psychotic symptoms': 0.5022026431718062, 'hostile behavior': 0.4955947136563877, 'temper problems': 0.4933920704845815, 'obsessions and compulsions': 0.48237885462555063}",0.02
obstructive sleep apnea (osa),"{'mouth dryness': 0.5267558528428093, 'fatigue': 0.520066889632107, 'sweating': 0.5183946488294314, 'difficulty breathing': 0.5108695652173914, 'abnormal breathing sounds': 0.5091973244147158, 'abnormal involuntary movements': 0.5083612040133779, 'apnea': 0.5066889632107023, 'weight gain': 0.5058528428093646, 'difficulty in swallowing': 0.5016722408026756, 'insomnia': 0.5008361204013378, 'sleepiness': 0.49665551839464883, 'shortness of breath': 0.4807692307692308}",0.05
omphalitis,"{'emotional symptoms': 1.0, 'flatulence': 1.0, 'irregular belly button': 1.0}",0.001
onychomycosis,"{'skin growth': 0.6851485148514852, 'abnormal appearing skin': 0.6752475247524753, 'skin swelling': 0.6495049504950495, 'skin on leg or foot looks infected': 0.5306930693069307, 'skin dryness, peeling, scaliness, or roughness': 0.5247524752475248, 'too little hair': 0.5227722772277228, 'skin rash': 0.5227722772277228, 'foot or toe pain': 0.5089108910891089, 'irregular appearing nails': 0.504950495049505}",0.02
open wound due to trauma,"{'wrist swelling': 1.0, 'skin on arm or hand looks infected': 1.0}",0.01
open wound from surgical incision,"{'skin swelling': 0.8571428571428571, 'flatulence': 0.8571428571428571, 'skin lesion': 0.5714285714285714}",0.005
open wound of the abdomen,"{'sharp abdominal pain': 1.0, 'blindness': 0.6666666666666666, 'irregular belly button': 0.3333333333333333}",0.005
open wound of the arm,"{'knee weakness': 0.9, 'arm pain': 0.7, 'redness in or around nose': 0.4, 'elbow pain': 0.3}",0.005
open wound of the back,"{'irregular heartbeat': 0.8888888888888888, 'weight gain': 0.7777777777777778, 'skin lesion': 0.6666666666666666, 'lower body pain': 0.5555555555555556}",0.005
open wound of the cheek,"{'wrist pain': 1.0, 'facial pain': 1.0}",0.005
open wound of the chest,"{'sharp chest pain': 1.0, 'drug abuse': 1.0}",0.005
open wound of the ear,"{'dry lips': 0.9393939393939394, 'facial pain': 0.5757575757575758, 'ear pain': 0.5454545454545454, 'bleeding from ear': 0.5454545454545454, 'fluid in ear': 0.45454545454545453}",0.005
open wound of the eye,"{'white discharge from eye': 0.9375, 'pain in eye': 0.71875, 'spots or clouds in vision': 0.59375, 'symptoms of eye': 0.53125, 'diminished vision': 0.46875}",0.005
open wound of the face,"{'wrist swelling': 1.0, 'facial pain': 1.0}",0.005
open wound of the finger,"{'hand or finger pain': 0.75, 'hand or finger swelling': 0.5, 'hand or finger stiffness or tightness': 0.5, 'skin on arm or hand looks infected': 0.5}",0.005
open wound of the foot,"{'foot or toe pain': 0.5925925925925926, 'foot or toe lump or mass': 0.5925925925925926, 'skin on leg or foot looks infected': 0.5555555555555556, 'irregular appearing nails': 0.5185185185185185, 'skin lesion': 0.48148148148148145, 'foot or toe swelling': 0.48148148148148145}",0.005
open wound of the hand,"{'hand or finger pain': 0.75, 'hand or finger swelling': 0.5, 'hand or finger stiffness or tightness': 0.5, 'skin on arm or hand looks infected': 0.5}",0.005
open wound of the head,"{'abusing alcohol': 1.0, 'headache': 1.0}",0.005
open wound of the jaw,"{'wrist swelling': 1.0, 'lip swelling': 1.0}",0.005
open wound of the knee,"{'leg pain': 1.0, 'leg swelling': 1.0}",0.005
open wound of the lip,"{'mouth ulcer': 1.0, 'lip swelling': 0.5384615384615384, 'mouth pain': 0.5, 'dry lips': 0.46153846153846156, 'facial pain': 0.3076923076923077}",0.005
open wound of the mouth,"{'mouth ulcer': 0.8842105263157894, 'lip swelling': 0.8736842105263158, 'peripheral edema': 0.6631578947368421, 'seizures': 0.6526315789473685, 'toothache': 0.6105263157894737, 'tongue lesions': 0.6}",0.005
open wound of the neck,"{'skin swelling': 0.9375, 'ache all over': 0.65625, 'skin lesion': 0.625, 'peripheral edema': 0.59375, 'abnormal appearing skin': 0.53125}",0.005
open wound of the nose,"{'diminished hearing': 1.0, 'nosebleed': 0.6363636363636364, 'facial pain': 0.5454545454545454, 'headache': 0.36363636363636365}",0.005
open wound of the shoulder,"{'abusing alcohol': 1.0, 'shoulder pain': 1.0, 'arm pain': 0.25}",0.005
oppositional disorder,"{'low self-esteem': 0.6728538283062645, 'hostile behavior': 0.5591647331786543, 'fainting': 0.5406032482598608, 'excessive anger': 0.5406032482598608, 'restlessness': 0.5336426914153132, 'low urine output': 0.5220417633410673, 'obsessions and compulsions': 0.5104408352668214, 'antisocial behavior': 0.5011600928074246, 'depressive or psychotic symptoms': 0.494199535962877, 'temper problems': 0.4709976798143852}",0.001
optic neuritis,"{'headache': 1.0, 'retention of urine': 0.8, 'diminished vision': 0.7, 'blindness': 0.6}",0.001
oral leukoplakia,"{'skin swelling': 1.0, 'tongue lesions': 1.0, 'elbow weakness': 0.75}",0.001
oral mucosal lesion,"{'cough': 0.7277227722772277, 'lip swelling': 0.5115511551155115, 'fever': 0.5033003300330033, 'mouth pain': 0.5, 'toothache': 0.49834983498349833, 'facial pain': 0.49834983498349833, 'gum pain': 0.49504950495049505, 'tongue lesions': 0.4867986798679868, 'mouth ulcer': 0.48514851485148514, 'sore throat': 0.46864686468646866}",0.001
oral thrush (yeast infection),"{'irritable infant': 0.6872246696035242, 'constipation': 0.6681350954478708, 'tongue lesions': 0.5242290748898678, 'cough': 0.5110132158590308, 'nasal congestion': 0.5051395007342144, 'mouth pain': 0.5051395007342144, 'mouth ulcer': 0.5036710719530103, 'fever': 0.4948604992657856, 'skin rash': 0.48604992657856094, 'sore throat': 0.48164464023494863}",0.01
orbital cellulitis,"{'diminished hearing': 0.8235294117647058, 'peripheral edema': 0.7, 'pain in eye': 0.5529411764705883, 'eye redness': 0.5411764705882353, 'swollen eye': 0.5235294117647059, 'symptoms of eye': 0.48823529411764705, 'fever': 0.4823529411764706}",0.001
orthostatic hypotension,"{'abnormal involuntary movements': 0.833922261484099, 'feeling ill': 0.7314487632508834, 'headache': 0.5477031802120141, 'fainting': 0.5159010600706714, 'dizziness': 0.5053003533568905, 'sharp chest pain': 0.49823321554770317, 'irregular heartbeat': 0.49823321554770317, 'weakness': 0.4664310954063604}",0.002
osteoarthritis,"{'hip pain': 0.6886160714285714, 'knee pain': 0.5212053571428571, 'knee weakness': 0.5212053571428571, 'ankle pain': 0.5167410714285714, 'muscle pain': 0.5111607142857143, 'knee swelling': 0.5078125, 'elbow pain': 0.5055803571428571, 'back pain': 0.5022321428571429, 'leg pain': 0.49888392857142855, 'hand or finger pain': 0.4955357142857143, 'joint pain': 0.4921875}",0.1
osteochondroma,"{'lower abdominal pain': 0.8293838862559242, 'skin growth': 0.6919431279620853, 'skin lesion': 0.6587677725118484, 'abnormal appearing skin': 0.5355450236966824, 'knee pain': 0.5071090047393365, 'foot or toe pain': 0.5071090047393365, 'lip swelling': 0.46445497630331756}",0.002
osteochondrosis,"{'elbow pain': 0.8715596330275229, 'hand or finger pain': 0.7706422018348624, 'bowlegged or knock-kneed': 0.5596330275229358, 'ankle pain': 0.5321100917431193, 'knee pain': 0.5137614678899083, 'foot or toe pain': 0.48623853211009177}",0.002
osteomyelitis,"{'bones are painful': 0.8563829787234043, 'difficulty speaking': 0.723404255319149, 'arm swelling': 0.648936170212766, 'skin lesion': 0.5904255319148937, 'skin on leg or foot looks infected': 0.5531914893617021, 'hand or finger pain': 0.5425531914893617, 'hand or finger swelling': 0.5053191489361702}",0.005
osteoporosis,"{'leg cramps or spasms': 0.7804232804232805, 'disturbance of memory': 0.5476190476190477, 'early or late onset of menopause': 0.5423280423280423, 'back pain': 0.5317460317460317, 'bones are painful': 0.5052910052910053, 'hip pain': 0.49206349206349204, 'joint pain': 0.4894179894179894, 'stomach bloating': 0.48148148148148145, 'muscle cramps, contractures, or spasms': 0.47354497354497355}",0.02
otitis externa (swimmer's ear),"{'itchy ear(s)': 0.6592920353982301, 'fever': 0.5376106194690266, 'ear pain': 0.5287610619469026, 'plugged feeling in ear': 0.5254424778761062, 'redness in ear': 0.5232300884955752, 'cough': 0.5176991150442478, 'fluid in ear': 0.5132743362831859, 'facial pain': 0.5066371681415929, 'ringing in ear': 0.5055309734513275, 'diminished hearing': 0.49889380530973454, 'sore throat': 0.4834070796460177}",0.02
otitis media,"{'vomiting': 0.6813186813186813, 'ear pain': 0.5417582417582417, 'coryza': 0.5285714285714286, 'diminished hearing': 0.5131868131868131, 'cough': 0.5, 'fluid in ear': 0.5, 'fever': 0.4989010989010989, 'pulling at ears': 0.4989010989010989, 'plugged feeling in ear': 0.4945054945054945, 'nasal congestion': 0.49230769230769234, 'sore throat': 0.489010989010989}",0.05
otosclerosis,"{'emotional symptoms': 1.0, 'dizziness': 0.9473684210526315, 'diminished hearing': 0.5263157894736842}",0.002
ovarian cancer,"{'groin mass': 0.8421052631578947, 'stomach bloating': 0.7368421052631579, 'sharp abdominal pain': 0.631578947368421, 'decreased appetite': 0.42105263157894735}",0.005
ovarian cyst,"{'intermenstrual bleeding': 0.685370741482966, 'vaginal discharge': 0.6833667334669339, 'vomiting': 0.6733466933867736, 'lower abdominal pain': 0.5651302605210421, 'nausea': 0.5210420841683366, 'sharp abdominal pain': 0.5170340681362725, 'painful menstruation': 0.5090180360721442, 'burning abdominal pain': 0.4849699398797595, 'pelvic pain': 0.4709418837675351}",0.02
ovarian torsion,"{'skin swelling': 0.9402985074626866, 'sharp abdominal pain': 0.5671641791044776, 'lower abdominal pain': 0.5671641791044776, 'groin mass': 0.5522388059701493, 'pelvic pain': 0.5223880597014925, 'ache all over': 0.4925373134328358}",0.001
overflow incontinence,"{'hand or finger stiffness or tightness': 0.7971698113207547, 'impotence': 0.7735849056603774, 'suprapubic pain': 0.7122641509433962, 'retention of urine': 0.5377358490566038, 'involuntary urination': 0.5330188679245284, 'symptoms of bladder': 0.49528301886792453, 'blood in urine': 0.4811320754716981}",0.02
pain after an operation,"{'leg pain': 0.6762114537444934, 'nausea': 0.5319383259911894, 'low back pain': 0.5319383259911894, 'headache': 0.5220264317180616, 'neck pain': 0.5220264317180616, 'back pain': 0.513215859030837, 'vomiting': 0.5055066079295154, 'side pain': 0.5, 'lower abdominal pain': 0.4966960352422907, 'sharp chest pain': 0.4955947136563877, 'sharp abdominal pain': 0.48237885462555063}",0.01
pain disorder affecting the neck,"{'neck stiffness or tightness': 0.7648578811369509, 'arm pain': 0.6925064599483204, 'headache': 0.58656330749354, 'neck pain': 0.5788113695090439, 'back pain': 0.5167958656330749, 'low back pain': 0.5167958656330749, 'disturbance of memory': 0.5116279069767442, 'insomnia': 0.5012919896640827, 'dizziness': 0.49870801033591733}",0.01
pancreatic cancer,"{'arm swelling': 0.7941176470588235, 'ache all over': 0.7205882352941176, 'stomach bloating': 0.6764705882352942, 'nausea': 0.5882352941176471, 'jaundice': 0.5343137254901961, 'diarrhea': 0.5196078431372549, 'sharp abdominal pain': 0.5049019607843137}",0.002
panic attack,"{'anxiety and nervousness': 0.7925531914893617, 'chest tightness': 0.7925531914893617, 'sharp chest pain': 0.7553191489361702, 'irregular heartbeat': 0.7287234042553191, 'weakness': 0.5691489361702128, 'shortness of breath': 0.5585106382978723, 'loss of sensation': 0.5478723404255319}",0.05
panic disorder,"{'depressive or psychotic symptoms': 0.682068206820682, 'dizziness': 0.5258525852585259, 'insomnia': 0.517051705170517, 'abnormal involuntary movements': 0.5159515951595159, 'breathing fast': 0.5148514851485149, 'chest tightness': 0.5082508250825083, 'irregular heartbeat': 0.5005500550055005, 'anxiety and nervousness': 0.4961496149614962, 'depression': 0.4961496149614962, 'palpitations': 0.4961496149614962, 'shortness of breath': 0.48954895489548955}",0.02
parasitic disease,"{'retention of urine': 0.918918918918919, 'cough': 0.7972972972972973, 'hand or finger swelling': 0.6216216216216216, 'sharp abdominal pain': 0.5945945945945946, 'abnormal appearing skin': 0.5540540540540541, 'skin rash': 0.5135135135135135}",0.005
parathyroid adenoma,"{'throat feels tight': 1.0, 'anxiety and nervousness': 0.7777777777777778, 'shoulder pain': 0.5555555555555556, 'disturbance of memory': 0.4444444444444444}",0.001
parkinson disease,"{'focal weakness': 0.6764132553606238, 'stiffness all over': 0.6744639376218323, 'leg stiffness or tightness': 0.6686159844054581, 'abnormal involuntary movements': 0.52046783625731, 'weakness': 0.5107212475633528, 'difficulty speaking': 0.48927875243664715, 'dizziness': 0.4775828460038986, 'disturbance of memory': 0.4678362573099415, 'problems with movement': 0.4522417153996101}",0.002
paronychia,"{'sinus congestion': 0.7602739726027398, 'hand or finger swelling': 0.6917808219178082, 'abnormal appearing skin': 0.547945205479452, 'foot or toe swelling': 0.545662100456621, 'foot or toe pain': 0.5205479452054794, 'skin on leg or foot looks infected': 0.5136986301369864, 'hand or finger pain': 0.4977168949771689, 'hand or finger lump or mass': 0.4817351598173516, 'skin on arm or hand looks infected': 0.4634703196347032}",0.002
paroxysmal supraventricular tachycardia,"{'involuntary urination': 0.8026666666666666, 'sharp chest pain': 0.5386666666666666, 'increased heart rate': 0.5333333333333333, 'chest tightness': 0.512, 'irregular heartbeat': 0.5093333333333333, 'weakness': 0.5066666666666667, 'palpitations': 0.504, 'dizziness': 0.5013333333333333, 'shortness of breath': 0.496}",0.001
