diseases,grouped symptoms,disease probability
mononeuritis,"{'leg pain': 0.6627218934911243, 'hand or finger pain': 0.6627218934911243, 'wrist pain': 0.5295857988165681, 'arm pain': 0.5088757396449705, 'foot or toe pain': 0.4940828402366864, 'ankle pain': 0.5177514792899408, 'elbow pain': 0.4985207100591716, 'loss of sensation': 0.5059171597633136, 'shoulder pain': 0.4911242603550296, 'hand or finger weakness': 0.5251479289940828}",0.001
mononucleosis,"{'sore throat': 0.5468277945619335, 'cough': 0.7945619335347432, 'nasal congestion': 0.4894259818731117, 'feeling ill': 0.6918429003021148, 'headache': 0.5196374622356495, 'swollen lymph nodes': 0.716012084592145, 'fever': 0.5347432024169184, 'skin rash': 0.513595166163142}",0.005
moyamoya disease,"{'depressive or psychotic symptoms': 1.0, 'elbow weakness': 0.9166666666666666}",0.0005
mucositis,"{'sore throat': 0.5363321799307958, 'difficulty in swallowing': 0.7439446366782007, 'irritable infant': 0.754325259515571, 'mouth ulcer': 0.5709342560553633, 'decreased appetite': 0.5190311418685121, 'fever': 0.4844290657439446, 'tongue lesions': 0.5397923875432526, 'mouth pain': 0.5467128027681661}",0.002
multiple myeloma,"{'lip swelling': 0.9215686274509804, 'problems with movement': 0.6274509803921569, 'weakness': 0.4509803921568627, 'disturbance of memory': 0.5490196078431373, 'fatigue': 0.5686274509803921}",0.001
multiple sclerosis,"{'dizziness': 0.489010989010989, 'abnormal involuntary movements': 0.6703296703296703, 'headache': 0.4901098901098901, 'problems with movement': 0.510989010989011, 'weakness': 0.512087912087912, 'loss of sensation': 0.5351648351648352, 'focal weakness': 0.4846153846153846, 'disturbance of memory': 0.512087912087912, 'paresthesia': 0.4978021978021978, 'fatigue': 0.5175824175824176, 'leg weakness': 0.5417582417582417}",0.002
mumps,"{'sore throat': 0.6888888888888889, 'swollen lymph nodes': 0.9111111111111112, 'ear pain': 0.8, 'shoulder swelling': 0.8222222222222222}",0.005
muscle spasm,"{'sharp chest pain': 0.4778761061946903, 'abnormal involuntary movements': 0.4926253687315634, 'leg pain': 0.6696165191740413, 'headache': 0.5294985250737463, 'arm pain': 0.5176991150442478, 'back pain': 0.504424778761062, 'neck pain': 0.5206489675516224, 'low back pain': 0.6843657817109144, 'loss of sensation': 0.523598820058997, 'muscle cramps, contractures, or spasms': 0.5}",0.05
muscular dystrophy,"{'cough': 0.9333333333333332, 'nasal congestion': 0.6888888888888889, 'hip pain': 0.9333333333333332, 'feeling cold': 0.3777777777777777, 'fatigue': 0.7111111111111111}",0.001
myasthenia gravis,"{'shortness of breath': 0.9104477611940298, 'dizziness': 0.9029850746268656, 'double vision': 0.6119402985074627, 'weakness': 0.6044776119402985, 'slurring words': 0.5149253731343284, 'fatigue': 0.582089552238806, 'coughing up sputum': 0.6791044776119403}",0.001
myelodysplastic syndrome,"{'difficulty speaking': 1.0, 'chills': 0.6666666666666666, 'fatigue': 0.3333333333333333}",0.001
myocarditis,"{'sharp chest pain': 1.0, 'dizziness': 1.0, 'palpitations': 1.0}",0.002
myoclonus,"{'insomnia': 1.0, 'abnormal involuntary movements': 0.5454545454545454, 'seizures': 0.6363636363636364, 'muscle swelling': 0.7272727272727273}",0.001
myopia,"{'eye deviation': 0.6495535714285714, 'diminished vision': 0.5223214285714286, 'symptoms of eye': 0.5089285714285714, 'pain in eye': 0.5200892857142857, 'eye moves abnormally': 0.5089285714285714, 'foreign body sensation in eye': 0.7767857142857143, 'spots or clouds in vision': 0.5022321428571429, 'eye redness': 0.5267857142857143, 'blindness': 0.5133928571428571}",0.1
myositis,"{'leg pain': 0.583941605839416, 'hip pain': 0.8248175182481752, 'headache': 0.7372262773722628, 'knee pain': 0.5401459854014599, 'problems with movement': 0.7737226277372263, 'loss of sensation': 0.4744525547445255}",0.001
narcolepsy,"{'shortness of breath': 0.7043010752688172, 'insomnia': 0.7956989247311828, 'headache': 0.5483870967741935, 'disturbance of memory': 0.7634408602150538, 'fatigue': 0.532258064516129, 'sleepiness': 0.6182795698924731, 'apnea': 0.5591397849462365}",0.001
nasal polyp,"{'hoarse voice': 0.6825842696629213, 'cough': 0.6825842696629213, 'nasal congestion': 0.547752808988764, 'headache': 0.5702247191011236, 'facial pain': 0.5028089887640449, 'frontal headache': 0.7078651685393258, 'allergic reaction': 0.5280898876404494, 'painful sinuses': 0.7050561797752809}",0.02
necrotizing fasciitis,"{'leg pain': 1.0, 'hip pain': 1.0, 'elbow weakness': 0.6666666666666666}",0.0005
neonatal jaundice,"{'lack of growth': 0.9411764705882352, 'jaundice': 0.5588235294117647, 'irritable infant': 0.4411764705882353, 'infant feeding problem': 0.6176470588235294, 'changes in stool appearance': 0.5294117647058824}",0.005
nerve impingement near the shoulder,"{'arm pain': 0.5, 'hand or finger stiffness or tightness': 0.8071428571428572, 'neck pain': 0.675, 'elbow pain': 0.5142857142857142, 'problems with movement': 0.5428571428571428, 'shoulder pain': 0.5392857142857143, 'shoulder stiffness or tightness': 0.5142857142857142, 'shoulder weakness': 0.4857142857142857}",0.01
neuralgia,"{'leg pain': 0.4678362573099415, 'hip pain': 0.6608187134502924, 'headache': 0.6798245614035088, 'arm pain': 0.4970760233918128, 'back pain': 0.5219298245614035, 'neck pain': 0.5146198830409356, 'low back pain': 0.5043859649122807, 'loss of sensation': 0.5175438596491229, 'shoulder pain': 0.5116959064327485, 'ache all over': 0.4970760233918128}",0.02
neurofibromatosis,"{'abnormal involuntary movements': 0.9, 'groin mass': 0.8333333333333334, 'headache': 0.5666666666666667, 'abnormal appearing skin': 0.5333333333333333}",0.001
neuropathy due to drugs,"{'cough': 0.75, 'vomiting': 0.95, 'foot or toe pain': 0.825, 'problems with movement': 0.6, 'loss of sensation': 0.55}",0.005
neurosis,"{'anxiety and nervousness': 0.4900221729490022, 'depression': 0.5121951219512195, 'depressive or psychotic symptoms': 0.4966740576496674, 'insomnia': 0.5066518847006651, 'hostile behavior': 0.5210643015521065, 'drug abuse': 0.508869179600887, 'headache': 0.5066518847006651, 'smoking problems': 0.6618625277161863, 'excessive anger': 0.5121951219512195, 'delusions or hallucinations': 0.4911308203991131, 'obsessions and compulsions': 0.5110864745011087}",0.005
nonalcoholic liver disease (nash),"{'dizziness': 0.7258064516129032, 'sharp abdominal pain': 0.8387096774193549, 'nausea': 0.5483870967741935, 'mouth ulcer': 0.8709677419354839, 'weight gain': 0.4354838709677419}",0.02
noninfectious gastroenteritis,"{'blood in stool': 0.4867330016583748, 'sharp abdominal pain': 0.5149253731343284, 'vomiting': 0.5099502487562189, 'headache': 0.5091210613598673, 'nausea': 0.5165837479270315, 'diarrhea': 0.5257048092868989, 'burning abdominal pain': 0.4966832504145937, 'decreased appetite': 0.5149253731343284, 'fever': 0.4908789386401326, 'chills': 0.494195688225539, 'rectal bleeding': 0.5008291873963516, 'fluid retention': 0.4883913764510779}",0.01
normal pressure hydrocephalus,"{'depressive or psychotic symptoms': 0.8846153846153846, 'palpitations': 1.0, 'headache': 0.4615384615384615, 'problems with movement': 0.6923076923076923}",0.001
nose disorder,"{'sore throat': 0.4844006568144499, 'cough': 0.5057471264367817, 'nasal congestion': 0.4991789819376026, 'headache': 0.4983579638752052, 'facial pain': 0.5123152709359606, 'ear pain': 0.5188834154351396, 'fever': 0.4950738916256157, 'difficulty breathing': 0.5082101806239737, 'coryza': 0.486863711001642, 'sinus congestion': 0.4950738916256157, 'painful sinuses': 0.506568144499179, 'nosebleed': 0.5155993431855501}",0.02
obesity,"{'weight gain': 1.0, 'excessive appetite': 0.6666666666666666, 'sleepiness': 1.0}",0.25
obsessive compulsive disorder (ocd),"{'anxiety and nervousness': 0.5066079295154186, 'depression': 0.5022026431718062, 'depressive or psychotic symptoms': 0.5022026431718062, 'lack of growth': 0.6585903083700441, 'hostile behavior': 0.4955947136563877, 'feeling ill': 0.7929515418502202, 'temper problems': 0.4933920704845815, 'low self-esteem': 0.513215859030837, 'obsessions and compulsions': 0.4823788546255506}",0.02
obstructive sleep apnea (osa),"{'shortness of breath': 0.4807692307692308, 'insomnia': 0.5008361204013378, 'abnormal involuntary movements': 0.5083612040133779, 'difficulty in swallowing': 0.5016722408026756, 'mouth dryness': 0.5267558528428093, 'weight gain': 0.5058528428093646, 'difficulty breathing': 0.5108695652173914, 'fatigue': 0.520066889632107, 'sleepiness': 0.4966555183946488, 'apnea': 0.5066889632107023, 'abnormal breathing sounds': 0.5091973244147158, 'sweating': 0.5183946488294314}",0.05
omphalitis,"{'emotional symptoms': 1.0, 'flatulence': 1.0, 'irregular belly button': 1.0}",0.001
onychomycosis,"{'skin swelling': 0.6495049504950495, 'abnormal appearing skin': 0.6752475247524753, 'skin growth': 0.6851485148514852, 'foot or toe pain': 0.5089108910891089, 'skin on leg or foot looks infected': 0.5306930693069307, 'irregular appearing nails': 0.504950495049505, 'skin dryness, peeling, scaliness, or roughness': 0.5247524752475248, 'too little hair': 0.5227722772277228, 'skin rash': 0.5227722772277228}",0.02
open wound due to trauma,"{'wrist swelling': 1.0, 'skin on arm or hand looks infected': 1.0}",0.01
open wound from surgical incision,"{'skin swelling': 0.8571428571428571, 'flatulence': 0.8571428571428571, 'skin lesion': 0.5714285714285714}",0.005
open wound of the abdomen,"{'sharp abdominal pain': 1.0, 'blindness': 0.6666666666666666, 'irregular belly button': 0.3333333333333333}",0.005
open wound of the arm,"{'arm pain': 0.7, 'knee weakness': 0.9, 'elbow pain': 0.3, 'redness in or around nose': 0.4}",0.005
open wound of the back,"{'irregular heartbeat': 0.8888888888888888, 'skin lesion': 0.6666666666666666, 'weight gain': 0.7777777777777778, 'lower body pain': 0.5555555555555556}",0.005
open wound of the cheek,"{'wrist pain': 1.0, 'facial pain': 1.0}",0.005
open wound of the chest,"{'sharp chest pain': 1.0, 'drug abuse': 1.0}",0.005
open wound of the ear,"{'dry lips': 0.9393939393939394, 'facial pain': 0.5757575757575758, 'ear pain': 0.5454545454545454, 'fluid in ear': 0.4545454545454545, 'bleeding from ear': 0.5454545454545454}",0.005
open wound of the eye,"{'white discharge from eye': 0.9375, 'diminished vision': 0.46875, 'symptoms of eye': 0.53125, 'pain in eye': 0.71875, 'spots or clouds in vision': 0.59375}",0.005
open wound of the face,"{'wrist swelling': 1.0, 'facial pain': 1.0}",0.005
open wound of the finger,"{'hand or finger pain': 0.75, 'hand or finger swelling': 0.5, 'hand or finger stiffness or tightness': 0.5, 'skin on arm or hand looks infected': 0.5}",0.005
open wound of the foot,"{'skin lesion': 0.4814814814814814, 'foot or toe pain': 0.5925925925925926, 'foot or toe swelling': 0.4814814814814814, 'skin on leg or foot looks infected': 0.5555555555555556, 'irregular appearing nails': 0.5185185185185185, 'foot or toe lump or mass': 0.5925925925925926}",0.005
open wound of the hand,"{'hand or finger pain': 0.75, 'hand or finger swelling': 0.5, 'hand or finger stiffness or tightness': 0.5, 'skin on arm or hand looks infected': 0.5}",0.005
open wound of the head,"{'abusing alcohol': 1.0, 'headache': 1.0}",0.005
open wound of the jaw,"{'wrist swelling': 1.0, 'lip swelling': 1.0}",0.005
open wound of the knee,"{'leg pain': 1.0, 'leg swelling': 1.0}",0.005
open wound of the lip,"{'lip swelling': 0.5384615384615384, 'dry lips': 0.4615384615384615, 'facial pain': 0.3076923076923077, 'mouth ulcer': 1.0, 'mouth pain': 0.5}",0.005
open wound of the mouth,"{'lip swelling': 0.8736842105263158, 'toothache': 0.6105263157894737, 'mouth ulcer': 0.8842105263157894, 'peripheral edema': 0.6631578947368421, 'tongue lesions': 0.6, 'seizures': 0.6526315789473685}",0.005
open wound of the neck,"{'skin swelling': 0.9375, 'abnormal appearing skin': 0.53125, 'skin lesion': 0.625, 'peripheral edema': 0.59375, 'ache all over': 0.65625}",0.005
open wound of the nose,"{'diminished hearing': 1.0, 'headache': 0.3636363636363636, 'facial pain': 0.5454545454545454, 'nosebleed': 0.6363636363636364}",0.005
open wound of the shoulder,"{'abusing alcohol': 1.0, 'arm pain': 0.25, 'shoulder pain': 1.0}",0.005
oppositional disorder,"{'depressive or psychotic symptoms': 0.494199535962877, 'fainting': 0.5406032482598608, 'hostile behavior': 0.5591647331786543, 'restlessness': 0.5336426914153132, 'excessive anger': 0.5406032482598608, 'temper problems': 0.4709976798143852, 'low self-esteem': 0.6728538283062645, 'obsessions and compulsions': 0.5104408352668214, 'antisocial behavior': 0.5011600928074246, 'low urine output': 0.5220417633410673}",0.001
optic neuritis,"{'retention of urine': 0.8, 'headache': 1.0, 'diminished vision': 0.7, 'blindness': 0.6}",0.001
oral leukoplakia,"{'skin swelling': 1.0, 'elbow weakness': 0.75, 'tongue lesions': 1.0}",0.001
oral mucosal lesion,"{'sore throat': 0.4686468646864686, 'cough': 0.7277227722772277, 'lip swelling': 0.5115511551155115, 'toothache': 0.4983498349834983, 'facial pain': 0.4983498349834983, 'mouth ulcer': 0.4851485148514851, 'fever': 0.5033003300330033, 'tongue lesions': 0.4867986798679868, 'gum pain': 0.495049504950495, 'mouth pain': 0.5}",0.001
oral thrush (yeast infection),"{'sore throat': 0.4816446402349486, 'cough': 0.5110132158590308, 'nasal congestion': 0.5051395007342144, 'irritable infant': 0.6872246696035242, 'mouth ulcer': 0.5036710719530103, 'fever': 0.4948604992657856, 'tongue lesions': 0.5242290748898678, 'constipation': 0.6681350954478708, 'skin rash': 0.4860499265785609, 'mouth pain': 0.5051395007342144}",0.01
orbital cellulitis,"{'diminished hearing': 0.8235294117647058, 'symptoms of eye': 0.488235294117647, 'pain in eye': 0.5529411764705883, 'peripheral edema': 0.7, 'eye redness': 0.5411764705882353, 'fever': 0.4823529411764706, 'swollen eye': 0.5235294117647059}",0.001
orthostatic hypotension,"{'sharp chest pain': 0.4982332155477031, 'dizziness': 0.5053003533568905, 'abnormal involuntary movements': 0.833922261484099, 'irregular heartbeat': 0.4982332155477031, 'fainting': 0.5159010600706714, 'feeling ill': 0.7314487632508834, 'headache': 0.5477031802120141, 'weakness': 0.4664310954063604}",0.002
osteoarthritis,"{'leg pain': 0.4988839285714285, 'hip pain': 0.6886160714285714, 'hand or finger pain': 0.4955357142857143, 'back pain': 0.5022321428571429, 'knee pain': 0.5212053571428571, 'ankle pain': 0.5167410714285714, 'knee weakness': 0.5212053571428571, 'elbow pain': 0.5055803571428571, 'knee swelling': 0.5078125, 'muscle pain': 0.5111607142857143, 'joint pain': 0.4921875}",0.1
osteochondroma,"{'lower abdominal pain': 0.8293838862559242, 'lip swelling': 0.4644549763033175, 'abnormal appearing skin': 0.5355450236966824, 'skin lesion': 0.6587677725118484, 'skin growth': 0.6919431279620853, 'knee pain': 0.5071090047393365, 'foot or toe pain': 0.5071090047393365}",0.002
osteochondrosis,"{'hand or finger pain': 0.7706422018348624, 'knee pain': 0.5137614678899083, 'foot or toe pain': 0.4862385321100917, 'bowlegged or knock-kneed': 0.5596330275229358, 'ankle pain': 0.5321100917431193, 'elbow pain': 0.8715596330275229}",0.002
osteomyelitis,"{'difficulty speaking': 0.723404255319149, 'hand or finger pain': 0.5425531914893617, 'hand or finger swelling': 0.5053191489361702, 'arm swelling': 0.648936170212766, 'skin lesion': 0.5904255319148937, 'bones are painful': 0.8563829787234043, 'skin on leg or foot looks infected': 0.5531914893617021}",0.005
osteoporosis,"{'hip pain': 0.492063492063492, 'back pain': 0.5317460317460317, 'bones are painful': 0.5052910052910053, 'disturbance of memory': 0.5476190476190477, 'leg cramps or spasms': 0.7804232804232805, 'stomach bloating': 0.4814814814814814, 'joint pain': 0.4894179894179894, 'muscle cramps, contractures, or spasms': 0.4735449735449735, 'early or late onset of menopause': 0.5423280423280423}",0.02
otitis externa (swimmer's ear),"{'sore throat': 0.4834070796460177, 'cough': 0.5176991150442478, 'diminished hearing': 0.4988938053097345, 'facial pain': 0.5066371681415929, 'ear pain': 0.5287610619469026, 'ringing in ear': 0.5055309734513275, 'plugged feeling in ear': 0.5254424778761062, 'itchy ear(s)': 0.6592920353982301, 'fluid in ear': 0.5132743362831859, 'fever': 0.5376106194690266, 'redness in ear': 0.5232300884955752}",0.02
otitis media,"{'sore throat': 0.489010989010989, 'cough': 0.5, 'nasal congestion': 0.4923076923076923, 'diminished hearing': 0.5131868131868131, 'vomiting': 0.6813186813186813, 'ear pain': 0.5417582417582417, 'plugged feeling in ear': 0.4945054945054945, 'fluid in ear': 0.5, 'fever': 0.4989010989010989, 'coryza': 0.5285714285714286, 'pulling at ears': 0.4989010989010989}",0.05
